    E, kcal/mol    D, mol/kcal        W1->W2a        W1->W4a         W1->P1
           33.2    1.73274e+11              0     5.5608e+10    6.56524e+10     2.3013e+11
           33.4    1.77018e+11              0    5.69555e+10    6.75697e+10    2.34382e+11
           33.6    1.80833e+11              0    5.83254e+10    6.95268e+10    2.38683e+11
           33.8    1.84721e+11              0    5.97179e+10    7.15244e+10    2.43032e+11
             34    1.88683e+11              0    6.11329e+10    7.35627e+10     2.4743e+11
           34.2    1.92723e+11              0    6.25701e+10    7.56414e+10    2.51873e+11
           34.4    1.96839e+11              0    6.40304e+10    7.77621e+10    2.56366e+11
           34.6    2.01033e+11              0     6.5514e+10     7.9925e+10    2.60908e+11
           34.8    2.05306e+11              0     6.7021e+10    8.21307e+10    2.65499e+11
             35     2.0966e+11              0    6.85513e+10    8.43793e+10     2.7014e+11
           35.2    2.14097e+11              0    7.01046e+10    8.66705e+10    2.74826e+11
           35.4    2.18618e+11              0    7.16818e+10    8.90059e+10    2.79563e+11
           35.6    2.23223e+11              0     7.3283e+10    9.13857e+10    2.84349e+11
           35.8    2.27914e+11              0    7.49086e+10    9.38106e+10    2.89186e+11
             36    2.32693e+11              0    7.65582e+10    9.62807e+10    2.94071e+11
           36.2    2.37562e+11              0    7.82316e+10    9.87955e+10    2.99004e+11
           36.4    2.42522e+11              0    7.99297e+10    1.01357e+11    3.03986e+11
           36.6    2.47574e+11              0    8.16524e+10    1.03964e+11    3.09018e+11
           36.8    2.52718e+11              0    8.34004e+10    1.06619e+11    3.14102e+11
             37    2.57958e+11              0    8.51732e+10    1.09322e+11    3.19235e+11
           37.2    2.63296e+11              0    8.69705e+10    1.12071e+11    3.24415e+11
           37.4    2.68732e+11              0    8.87932e+10    1.14869e+11    3.29646e+11
           37.6    2.74268e+11              0    9.06413e+10    1.17715e+11    3.34927e+11
           37.8    2.79905e+11              0    9.25154e+10    1.20611e+11    3.40259e+11
             38    2.85644e+11              0    9.44151e+10    1.23557e+11    3.45641e+11
           38.2     2.9149e+11              0    9.63399e+10    1.26551e+11    3.51071e+11
           38.4    2.97442e+11              0    9.82909e+10    1.29597e+11    3.56551e+11
           38.6    3.03503e+11              0    1.00268e+11    1.32692e+11    3.62082e+11
           38.8    3.09672e+11              0    1.02271e+11     1.3584e+11    3.67664e+11
             39    3.15952e+11              0    1.04302e+11    1.39039e+11    3.73297e+11
           39.2    3.22348e+11              0    1.06357e+11    1.42289e+11    3.78977e+11
           39.4    3.28859e+11              0     1.0844e+11    1.45592e+11    3.84709e+11
           39.6    3.35487e+11              0    1.10549e+11    1.48947e+11     3.9049e+11
           39.8    3.42233e+11              0    1.12686e+11    1.52357e+11    3.96324e+11
             40    3.49099e+11              0     1.1485e+11     1.5582e+11    4.02209e+11
           40.2     3.5609e+11              0     1.1704e+11    1.59336e+11    4.08141e+11
           40.4    3.63205e+11              0    1.19257e+11    1.62906e+11    4.14124e+11
           40.6    3.70447e+11              0    1.21502e+11    1.66531e+11    4.20158e+11
           40.8    3.77816e+11              0    1.23775e+11    1.70213e+11    4.26243e+11
             41    3.85316e+11              0    1.26075e+11    1.73949e+11     4.3238e+11
           41.2    3.92949e+11        93861.9    1.28403e+11    1.77741e+11    4.38565e+11
           41.4    4.00718e+11         836833    1.30758e+11     1.8159e+11    4.44801e+11
           41.6    4.08624e+11    2.21327e+06    1.33142e+11    1.85494e+11    4.51087e+11
           41.8    4.16666e+11    4.07122e+06    1.35554e+11    1.89457e+11    4.57426e+11
             42     4.2485e+11     6.4633e+06    1.37994e+11    1.93478e+11    4.63816e+11
           42.2    4.33178e+11    9.41002e+06    1.40462e+11    1.97555e+11    4.70254e+11
           42.4    4.41652e+11    1.28898e+07    1.42958e+11    2.01691e+11    4.76743e+11
           42.6    4.50274e+11    1.69072e+07    1.45483e+11    2.05884e+11    4.83282e+11
           42.8    4.59044e+11    2.13504e+07    1.48037e+11    2.10138e+11    4.89873e+11
             43    4.67966e+11    2.64879e+07     1.5062e+11    2.14451e+11    4.96516e+11
           43.2    4.77044e+11    3.26918e+07    1.53231e+11    2.18824e+11    5.03208e+11
           43.4    4.86279e+11    4.02687e+07    1.55871e+11    2.23256e+11     5.0995e+11
           43.6    4.95674e+11    4.92159e+07    1.58539e+11    2.27748e+11    5.16741e+11
           43.8    5.05229e+11    5.94076e+07    1.61238e+11    2.32302e+11    5.23586e+11
             44    5.14948e+11    7.09876e+07    1.63966e+11    2.36917e+11    5.30482e+11
           44.2    5.24834e+11    8.36608e+07    1.66723e+11    2.41593e+11    5.37427e+11
           44.4     5.3489e+11    9.74048e+07    1.69509e+11    2.46331e+11    5.44422e+11
           44.6    5.45118e+11    1.12361e+08    1.72324e+11     2.5113e+11    5.51466e+11
           44.8    5.55519e+11    1.29058e+08     1.7517e+11    2.55992e+11    5.58563e+11
             45    5.66096e+11    1.47769e+08    1.78045e+11    2.60918e+11    5.65711e+11
           45.2    5.76853e+11    1.68885e+08     1.8095e+11    2.65907e+11    5.72908e+11
           45.4    5.87793e+11    1.92879e+08    1.83885e+11    2.70959e+11    5.80156e+11
           45.6     5.9892e+11    2.19819e+08    1.86849e+11    2.76073e+11    5.87452e+11
           45.8    6.10231e+11      2.495e+08    1.89844e+11    2.81253e+11    5.94801e+11
             46    6.21733e+11    2.81718e+08    1.92869e+11    2.86498e+11    6.02202e+11
           46.2    6.33428e+11    3.16541e+08    1.95924e+11    2.91807e+11    6.09651e+11
           46.4     6.4532e+11    3.54401e+08    1.99009e+11    2.97181e+11    6.17151e+11
           46.6    6.57413e+11    3.95917e+08    2.02125e+11     3.0262e+11    6.24699e+11
           46.8    6.69706e+11    4.41422e+08    2.05271e+11    3.08125e+11    6.32299e+11
             47    6.82202e+11    4.91106e+08    2.08448e+11    3.13696e+11     6.3995e+11
           47.2    6.94907e+11    5.44972e+08    2.11656e+11    3.19334e+11    6.47651e+11
           47.4    7.07823e+11    6.03612e+08    2.14894e+11    3.25038e+11    6.55402e+11
           47.6    7.20955e+11    6.66788e+08    2.18162e+11    3.30808e+11      6.632e+11
           47.8    7.34302e+11    7.34528e+08    2.21461e+11    3.36647e+11    6.71051e+11
             48    7.47869e+11    8.06998e+08    2.24792e+11    3.42553e+11    6.78952e+11
           48.2    7.61659e+11    8.84636e+08    2.28154e+11    3.48527e+11    6.86903e+11
           48.4    7.75676e+11    9.68041e+08    2.31546e+11    3.54568e+11    6.94903e+11
           48.6    7.89926e+11    1.05766e+09    2.34969e+11    3.60677e+11    7.02951e+11
           48.8    8.04407e+11    1.15396e+09    2.38424e+11    3.66856e+11    7.11051e+11
             49    8.19123e+11    1.25679e+09     2.4191e+11    3.73104e+11    7.19201e+11
           49.2     8.3408e+11     1.3664e+09    2.45427e+11    3.79421e+11      7.274e+11
           49.4     8.4928e+11    1.48306e+09    2.48976e+11    3.85807e+11    7.35649e+11
           49.6     8.6473e+11    1.60707e+09    2.52555e+11    3.92262e+11    7.43945e+11
           49.8    8.80428e+11    1.73864e+09    2.56167e+11    3.98788e+11    7.52292e+11
    E, kcal/mol    D, mol/kcal       W6c->W4a       W6c->W2a       W6c->W6t
            -10    8.63497e+07              0      0.0449016        8.15823
           -9.8    9.07834e+07              0      0.0563584        11.2328
           -9.6    9.54141e+07              0      0.0706958        15.4472
           -9.4    1.00263e+08              0      0.0886159        21.2145
           -9.2     1.0531e+08              0       0.111028        29.1045
             -9    1.10578e+08              0       0.139027        39.8817
           -8.8    1.16104e+08              0       0.173939        54.5718
           -8.6    1.21825e+08              0       0.217574        74.6154
           -8.4    1.27837e+08              0       0.271896        101.866
           -8.2    1.34126e+08              0       0.339541        138.895
             -8    1.40619e+08              0       0.423972        189.261
           -7.8    1.47428e+08              0       0.528944        257.532
           -7.6    1.54529e+08              0       0.659512        350.036
           -7.4    1.61875e+08              0       0.822127        475.413
           -7.2    1.69582e+08              0        1.02392        644.791
             -7    1.77645e+08              0        1.27429        873.415
           -6.8    1.85994e+08              0        1.58543        1182.18
           -6.6    1.94691e+08              0        1.97142         1598.4
           -6.4    2.03812e+08              0        2.44924        2158.23
           -6.2    2.13231e+08              0        3.04233        2912.23
             -6    2.23069e+08              0        3.77638        3925.03
           -5.8    2.33321e+08              0        4.68473        5284.44
           -5.6    2.43948e+08              0        5.80943         7108.8
           -5.4    2.55016e+08              0        7.19991        9553.05
           -5.2    2.66491e+08              0         8.9197          12827
             -5    2.78464e+08              0        11.0428        17203.7
           -4.8    2.90889e+08              0        13.6652        23053.5
           -4.6    3.03806e+08              0        16.9015        30863.2
           -4.4    3.17238e+08              0        20.8931        41278.7
           -4.2    3.31227e+08              0        25.8116        55152.5
             -4    3.45701e+08              0        31.8774        73634.6
           -3.8    3.60733e+08              0        39.3491        98220.6
           -3.6    3.76423e+08              0        48.5376         130869
           -3.4    3.92596e+08              0        59.8606         174268
           -3.2     4.0942e+08              0        73.7823         231830
             -3    4.26925e+08              0         90.888         308100
           -2.8    4.45022e+08              0        111.923         409162
           -2.6    4.63809e+08              0        137.757         542879
           -2.4    4.83377e+08              0        169.445         719534
           -2.2     5.0363e+08              0        208.343         952901
             -2    5.24594e+08              0         256.07     1.2609e+06
           -1.8    5.46414e+08              0        314.536    1.66663e+06
           -1.6    5.68962e+08              0        386.223    2.20108e+06
           -1.4    5.92355e+08              0        474.014    2.90385e+06
           -1.2    6.16603e+08              0        581.491    3.82682e+06
             -1    6.41692e+08              0        713.058    5.03753e+06
           -0.8    6.67692e+08              0         873.99    6.62259e+06
           -0.6    6.94614e+08              0        1070.78    8.69374e+06
           -0.4    7.22485e+08              0        1311.32    1.13935e+07
           -0.2    7.51398e+08              0        1605.09    1.49009e+07
   -6.93946e-15    7.81315e+08              0        1963.85    1.94424e+07
            0.2    8.12253e+08              0        2401.87    2.52965e+07
            0.4    8.44318e+08              0        2936.16     3.2797e+07
            0.6    8.77488e+08              0        3587.85    4.23424e+07
            0.8    9.11753e+08              0         4382.6    5.43895e+07
              1     9.4727e+08              0        5350.75     6.9431e+07
            1.2    9.83994e+08              0        6530.17    8.79945e+07
            1.4     1.0219e+09              0        7966.83    1.10603e+08
            1.6    1.06118e+09              0        9714.85    1.37718e+08
            1.8    1.10177e+09              0        11841.9    1.69753e+08
              2    1.14372e+09              0        14428.7    2.07019e+08
            2.2    1.18713e+09              0          17573    2.49739e+08
            2.4      1.232e+09              0          21394    2.98096e+08
            2.6    1.27833e+09              0        26035.9    3.52258e+08
            2.8    1.32621e+09              0        31672.4    4.12422e+08
              3    1.37568e+09              0        38513.8    4.78868e+08
            3.2    1.42677e+09              0        46815.3     5.5199e+08
            3.4    1.47958e+09              0          56882    6.32252e+08
            3.6    1.53404e+09              0          69090    7.20282e+08
            3.8    1.59032e+09              0        83883.3    8.16649e+08
              4    1.64842e+09              0         101805    9.21991e+08
            4.2    1.70834e+09              0         123512    1.03693e+09
            4.4    1.77027e+09              0         149784    1.16193e+09
            4.6    1.83419e+09              0         181573    1.29753e+09
            4.8    1.90011e+09              0         220029    1.44426e+09
              5    1.96815e+09              0         266523    1.60262e+09
            5.2    2.03838e+09              0         322711    1.77319e+09
            5.4    2.11071e+09              0         390612    1.95676e+09
            5.6     2.1854e+09              0         472594    2.15392e+09
            5.8    2.26245e+09              0         571547    2.36549e+09
              6    2.34183e+09              0         690957    2.59228e+09
            6.2    2.42372e+09              0         834945    2.83482e+09
            6.4    2.50816e+09              0    1.00849e+06    3.09366e+09
            6.6    2.59514e+09              0     1.2176e+06    3.36927e+09
            6.8    2.68484e+09              0    1.46933e+06     3.6618e+09
              7    2.77732e+09              0    1.77219e+06    3.97152e+09
            7.2    2.87256e+09              0    2.13638e+06    4.29884e+09
            7.4    2.97074e+09              0    2.57391e+06    4.64402e+09
            7.6    3.07189e+09              0     3.0991e+06    5.00762e+09
            7.8    3.17607e+09              0    3.72891e+06    5.39032e+09
              8    3.28339e+09              0    4.48332e+06    5.79281e+09
            8.2     3.3939e+09              0    5.38582e+06    6.21588e+09
            8.4     3.5077e+09              0    6.46389e+06    6.66023e+09
            8.6    3.62489e+09              0    7.74944e+06    7.12646e+09
            8.8    3.74551e+09              0    9.27951e+06     7.6152e+09
              9    3.86974e+09              0    1.10963e+07    8.12674e+09
            9.2    3.99766e+09              0    1.32479e+07    8.66156e+09
            9.4    4.12921e+09              0    1.57894e+07    9.22049e+09
            9.6     4.2647e+09              0    1.87808e+07    9.80364e+09
            9.8    4.40413e+09              0    2.22894e+07    1.04119e+10
             10    4.54752e+09              0     2.6389e+07    1.10463e+10
           10.2    4.69511e+09              0    3.11582e+07    1.17074e+10
           10.4    4.84701e+09              0    3.66814e+07    1.23958e+10
           10.6    5.00313e+09              0    4.30502e+07    1.31129e+10
           10.8    5.16371e+09              0    5.03585e+07    1.38588e+10
             11    5.32898e+09              0    5.87046e+07    1.46337e+10
           11.2    5.49878e+09              0    6.81955e+07    1.54386e+10
           11.4    5.67347e+09              0    7.89381e+07    1.62731e+10
           11.6    5.85316e+09              0    9.10468e+07    1.71376e+10
           11.8    6.03783e+09              0    1.04644e+08     1.8033e+10
             12    6.22763e+09              0    1.19858e+08    1.89596e+10
           12.2    6.42278e+09              0    1.36819e+08    1.99178e+10
           12.4    6.62332e+09              0     1.5567e+08    2.09088e+10
           12.6    6.82941e+09              0     1.7656e+08    2.19332e+10
           12.8    7.04119e+09              0    1.99643e+08    2.29917e+10
             13    7.25879e+09              0    2.25082e+08     2.4085e+10
           13.2    7.48236e+09              0    2.53048e+08    2.52134e+10
           13.4    7.71198e+09              0    2.83719e+08    2.63776e+10
           13.6    7.94789e+09              0    3.17278e+08    2.75778e+10
           13.8    8.19026e+09              0    3.53914e+08    2.88141e+10
             14    8.43915e+09              0    3.93829e+08    3.00876e+10
           14.2    8.69473e+09              0    4.37227e+08    3.13987e+10
           14.4    8.95729e+09              0    4.84313e+08    3.27476e+10
           14.6    9.22677e+09              0    5.35312e+08    3.41361e+10
           14.8    9.50342e+09              0    5.90444e+08    3.55645e+10
             15    9.78754e+09              0    6.49927e+08    3.70331e+10
           15.2    1.00791e+10              0    7.14003e+08    3.85429e+10
           15.4    1.03784e+10              0     7.8291e+08    4.00943e+10
           15.6    1.06856e+10              0    8.56882e+08    4.16873e+10
           15.8    1.10009e+10              0    9.36173e+08    4.33223e+10
             16    1.13243e+10              0    1.02104e+09    4.49998e+10
           16.2    1.16563e+10              0    1.11174e+09    4.67194e+10
           16.4    1.19969e+10              0    1.20854e+09    4.84824e+10
           16.6    1.23464e+10              0    1.31172e+09    5.02891e+10
           16.8    1.27049e+10              0    1.42156e+09    5.21401e+10
             17    1.30726e+10              0    1.53835e+09    5.40364e+10
           17.2    1.34498e+10              0    1.66238e+09     5.5978e+10
           17.4    1.38366e+10              0    1.79396e+09     5.7966e+10
           17.6    1.42332e+10              0     1.9334e+09    6.00005e+10
           17.8      1.464e+10              0    2.08101e+09    6.20818e+10
             18    1.50572e+10              0    2.23711e+09    6.42099e+10
           18.2    1.54848e+10              0    2.40205e+09    6.63858e+10
           18.4    1.59233e+10              0    2.57612e+09    6.86088e+10
           18.6    1.63728e+10              0    2.75969e+09    7.08801e+10
           18.8    1.68335e+10              0    2.95312e+09    7.32007e+10
             19    1.73059e+10              0    3.15672e+09    7.55702e+10
           19.2    1.77899e+10              0    3.37087e+09    7.79899e+10
           19.4    1.82859e+10              0    3.59594e+09    8.04606e+10
           19.6    1.87943e+10              0    3.83226e+09    8.29819e+10
           19.8    1.93153e+10              0    4.08023e+09    8.55545e+10
             20    1.98489e+10              0    4.34024e+09    8.81792e+10
           20.2    2.03957e+10              0    4.61263e+09    9.08553e+10
           20.4    2.09559e+10              0     4.8978e+09    9.35832e+10
           20.6    2.15298e+10              0    5.19615e+09    9.63634e+10
           20.8    2.21177e+10              0    5.50806e+09    9.91959e+10
             21    2.27198e+10              0    5.83392e+09    1.02081e+11
           21.2    2.33365e+10              0    6.17417e+09     1.0502e+11
           21.4     2.3968e+10              0     6.5292e+09    1.08013e+11
           21.6    2.46147e+10              0    6.89943e+09    1.11061e+11
           21.8     2.5277e+10              0    7.28527e+09    1.14163e+11
             22    2.59551e+10              0    7.68715e+09     1.1732e+11
           22.2    2.66492e+10              0    8.10553e+09    1.20533e+11
           22.4      2.736e+10              0    8.54078e+09    1.23801e+11
           22.6    2.80875e+10              0    8.99338e+09    1.27125e+11
           22.8    2.88322e+10              0    9.46378e+09    1.30505e+11
             23    2.95945e+10              0    9.95238e+09     1.3394e+11
           23.2    3.03748e+10              0    1.04596e+10    1.37432e+11
           23.4    3.11733e+10              0     1.0986e+10    1.40982e+11
           23.6    3.19905e+10              0    1.15319e+10    1.44589e+11
           23.8    3.28268e+10              0    1.20978e+10    1.48253e+11
             24    3.36823e+10              0    1.26843e+10    1.51977e+11
           24.2    3.45578e+10              0    1.32917e+10    1.55758e+11
           24.4    3.54535e+10              0    1.39204e+10    1.59598e+11
           24.6    3.63698e+10              0    1.45711e+10    1.63497e+11
           24.8    3.73071e+10              0     1.5244e+10    1.67455e+11
             25     3.8266e+10              0    1.59398e+10    1.71471e+11
           25.2    3.92467e+10              0    1.66588e+10    1.75546e+11
           25.4    4.02497e+10              0    1.74016e+10    1.79682e+11
           25.6    4.12757e+10              0    1.81686e+10    1.83876e+11
           25.8    4.23248e+10              0    1.89603e+10    1.88131e+11
             26    4.33977e+10              0    1.97772e+10    1.92447e+11
           26.2    4.44947e+10              0    2.06198e+10    1.96823e+11
           26.4    4.56164e+10              0    2.14885e+10     2.0126e+11
           26.6    4.67632e+10              0    2.23838e+10    2.05758e+11
           26.8    4.79356e+10              0    2.33064e+10    2.10317e+11
             27    4.91342e+10              0    2.42565e+10    2.14936e+11
           27.2    5.03595e+10              0    2.52347e+10    2.19617e+11
           27.4    5.16119e+10              0    2.62416e+10     2.2436e+11
           27.6     5.2892e+10              0    2.72776e+10    2.29164e+11
           27.8    5.42004e+10              0    2.83431e+10     2.3403e+11
             28    5.55375e+10              0    2.94387e+10    2.38959e+11
           28.2    5.69039e+10              0     3.0565e+10     2.4395e+11
           28.4    5.83004e+10              0    3.17222e+10    2.49003e+11
           28.6    5.97273e+10              0    3.29111e+10    2.54119e+11
           28.8    6.11851e+10              0    3.41321e+10    2.59299e+11
             29    6.26748e+10              0    3.53856e+10     2.6454e+11
           29.2    6.41966e+10              0    3.66722e+10    2.69845e+11
           29.4    6.57512e+10              0    3.79924e+10    2.75213e+11
           29.6    6.73393e+10              0    3.93466e+10    2.80644e+11
           29.8    6.89617e+10              0    4.07354e+10    2.86138e+11
             30    7.06187e+10              0    4.21592e+10    2.91695e+11
           30.2    7.23112e+10              0    4.36186e+10    2.97316e+11
           30.4    7.40399e+10              0     4.5114e+10       3.03e+11
           30.6    7.58052e+10              0    4.66461e+10    3.08749e+11
           30.8    7.76079e+10              0    4.82152e+10    3.14561e+11
             31    7.94488e+10              0    4.98218e+10    3.20437e+11
           31.2    8.13287e+10              0    5.14664e+10    3.26377e+11
           31.4     8.3248e+10              0    5.31497e+10    3.32381e+11
           31.6    8.52076e+10              0     5.4872e+10    3.38449e+11
           31.8    8.72083e+10              0    5.66337e+10    3.44581e+11
             32    8.92507e+10              0    5.84355e+10    3.50777e+11
           32.2    9.13357e+10              0    6.02779e+10    3.57037e+11
           32.4    9.34641e+10              0    6.21612e+10    3.63362e+11
           32.6    9.56368e+10              0    6.40859e+10    3.69751e+11
           32.8    9.78541e+10              0    6.60528e+10    3.76205e+11
             33    1.00117e+11              0     6.8062e+10    3.82723e+11
           33.2    1.02427e+11              0    7.01142e+10    3.89306e+11
           33.4    1.04784e+11              0    7.22099e+10    3.95954e+11
           33.6     1.0719e+11              0    7.43494e+10    4.02666e+11
           33.8    1.09644e+11              0    7.65333e+10    4.09442e+11
             34    1.12149e+11              0    7.87622e+10    4.16283e+11
           34.2    1.14705e+11              0    8.10364e+10    4.23189e+11
           34.4    1.17312e+11              0    8.33564e+10    4.30159e+11
           34.6    1.19972e+11              0    8.57227e+10    4.37194e+11
           34.8    1.22686e+11              0    8.81358e+10    4.44294e+11
             35    1.25454e+11        81046.6    9.05961e+10    4.51458e+11
           35.2    1.28278e+11    1.14421e+06    9.31041e+10    4.58687e+11
           35.4    1.31159e+11    3.95085e+06    9.56603e+10     4.6598e+11
           35.6    1.34097e+11    8.73898e+06    9.82651e+10    4.73339e+11
           35.8    1.37094e+11    1.54878e+07    1.00919e+11    4.80761e+11
             36    1.40151e+11    2.38655e+07    1.03623e+11    4.88248e+11
           36.2    1.43268e+11    3.41855e+07    1.06376e+11      4.958e+11
           36.4    1.46446e+11     4.6094e+07     1.0918e+11    5.03416e+11
           36.6    1.49688e+11    6.00628e+07    1.12035e+11    5.11096e+11
           36.8    1.52993e+11    7.56208e+07    1.14941e+11    5.18842e+11
             37    1.56364e+11    9.22926e+07    1.17899e+11    5.26651e+11
           37.2      1.598e+11    1.10795e+08    1.20909e+11    5.34525e+11
           37.4    1.63304e+11    1.32716e+08    1.23972e+11    5.42464e+11
           37.6    1.66876e+11    1.58759e+08    1.27089e+11    5.50467e+11
           37.8    1.70518e+11    1.89087e+08    1.30258e+11    5.58533e+11
             38     1.7423e+11    2.22737e+08    1.33482e+11    5.66665e+11
           38.2    1.78015e+11    2.59972e+08     1.3676e+11     5.7486e+11
           38.4    1.81872e+11    3.01084e+08    1.40093e+11    5.83119e+11
           38.6    1.85804e+11    3.46188e+08    1.43481e+11    5.91443e+11
           38.8    1.89812e+11    3.95006e+08    1.46925e+11     5.9983e+11
             39    1.93897e+11    4.47739e+08    1.50426e+11    6.08282e+11
           39.2     1.9806e+11     5.0558e+08    1.53982e+11    6.16797e+11
           39.4    2.02302e+11    5.70846e+08    1.57596e+11    6.25376e+11
           39.6    2.06626e+11    6.44271e+08    1.61267e+11    6.34018e+11
           39.8    2.11031e+11    7.26145e+08    1.64995e+11    6.42724e+11
             40    2.15521e+11    8.14849e+08    1.68782e+11    6.51494e+11
           40.2    2.20095e+11    9.11178e+08    1.72628e+11    6.60327e+11
           40.4    2.24756e+11    1.01648e+09    1.76532e+11    6.69223e+11
           40.6    2.29505e+11    1.13051e+09    1.80496e+11    6.78182e+11
           40.8    2.34343e+11    1.25255e+09    1.84519e+11    6.87205e+11
             41    2.39272e+11    1.38226e+09    1.88603e+11    6.96291e+11
           41.2    2.44293e+11    1.52126e+09    1.92747e+11    7.05439e+11
           41.4    2.49408e+11    1.67206e+09    1.96952e+11    7.14651e+11
           41.6    2.54619e+11    1.83584e+09    2.01218e+11    7.23925e+11
           41.8    2.59926e+11    2.01291e+09    2.05546e+11    7.33262e+11
             42    2.65332e+11    2.20119e+09    2.09936e+11    7.42662e+11
           42.2    2.70838e+11    2.40098e+09    2.14389e+11    7.52124e+11
           42.4    2.76446e+11    2.61462e+09    2.18904e+11    7.61648e+11
           42.6    2.82157e+11    2.84251e+09    2.23482e+11    7.71235e+11
           42.8    2.87973e+11    3.08386e+09    2.28124e+11    7.80883e+11
             43    2.93897e+11    3.33834e+09    2.32829e+11    7.90593e+11
           43.2    2.99928e+11    3.60756e+09    2.37599e+11    8.00366e+11
           43.4     3.0607e+11    3.89459e+09    2.42433e+11      8.102e+11
           43.6    3.12324e+11     4.2007e+09    2.47332e+11    8.20096e+11
           43.8    3.18692e+11    4.52627e+09    2.52296e+11    8.30053e+11
             44    3.25175e+11    4.87003e+09    2.57326e+11    8.40072e+11
           44.2    3.31776e+11    5.23164e+09    2.62422e+11    8.50152e+11
           44.4    3.38496e+11    5.61381e+09    2.67583e+11    8.60292e+11
           44.6    3.45337e+11    6.01707e+09    2.72812e+11    8.70494e+11
           44.8    3.52302e+11     6.4408e+09    2.78107e+11    8.80756e+11
             45    3.59392e+11    6.88388e+09    2.83469e+11     8.9108e+11
           45.2    3.66609e+11    7.34843e+09    2.88899e+11    9.01463e+11
           45.4    3.73954e+11    7.83821e+09    2.94396e+11    9.11907e+11
           45.6    3.81431e+11    8.35504e+09    2.99962e+11    9.22412e+11
           45.8    3.89042e+11    8.89907e+09    3.05596e+11    9.32976e+11
             46    3.96787e+11    9.46932e+09    3.11299e+11      9.436e+11
           46.2     4.0467e+11    1.00653e+10     3.1707e+11    9.54285e+11
           46.4    4.12692e+11    1.06894e+10    3.22911e+11    9.65029e+11
           46.6    4.20856e+11     1.1342e+10    3.28822e+11    9.75832e+11
           46.8    4.29164e+11    1.20228e+10    3.34802e+11    9.86695e+11
             47    4.37618e+11    1.27308e+10    3.40852e+11    9.97616e+11
           47.2    4.46221e+11    1.34679e+10    3.46973e+11     1.0086e+12
           47.4    4.54974e+11    1.42383e+10    3.53165e+11    1.01964e+12
           47.6     4.6388e+11    1.50446e+10    3.59427e+11    1.03074e+12
           47.8    4.72941e+11    1.58869e+10    3.65761e+11    1.04189e+12
             48     4.8216e+11    1.67645e+10    3.72166e+11    1.05311e+12
           48.2     4.9154e+11    1.76765e+10    3.78643e+11    1.06438e+12
           48.4    5.01081e+11    1.86254e+10    3.85192e+11    1.07571e+12
           48.6    5.10788e+11    1.96109e+10    3.91813e+11     1.0871e+12
           48.8    5.20662e+11    2.06334e+10    3.98507e+11    1.09855e+12
             49    5.30707e+11     2.1692e+10    4.05273e+11    1.11006e+12
           49.2    5.40924e+11     2.2789e+10    4.12112e+11    1.12162e+12
           49.4    5.51316e+11    2.39281e+10    4.19025e+11    1.13324e+12
           49.6    5.61887e+11     2.5113e+10    4.26011e+11    1.14491e+12
           49.8    5.72637e+11     2.6344e+10    4.33071e+11    1.15665e+12
    E, kcal/mol    D, mol/kcal        W7->W6t         W7->P3         W7->P8
            -10    4.39519e+08       0.547951    1.06152e+13              0
           -9.8    4.70183e+08       0.688089    1.09151e+13              0
           -9.6    5.02455e+08       0.863737    1.12214e+13              0
           -9.4    5.36976e+08        1.08262    1.15218e+13              0
           -9.2    5.73378e+08        1.35625    1.18267e+13              0
             -9    6.11821e+08        1.69789    1.21344e+13              0
           -8.8    6.52667e+08        2.12327    1.24398e+13              0
           -8.6    6.95964e+08        2.65275    1.27443e+13              0
           -8.4    7.41847e+08         3.3112    1.30479e+13              0
           -8.2    7.90004e+08        4.13164    1.33579e+13              0
             -8    8.41099e+08        5.14995    1.36649e+13              0
           -7.8    8.95161e+08        6.41358    1.39709e+13              0
           -7.6    9.52149e+08        7.98195    1.42787e+13              0
           -7.4    1.01253e+09        9.92399    1.45835e+13              0
           -7.2    1.07614e+09        12.3305    1.48899e+13              0
             -7    1.14315e+09        15.3102    1.51976e+13              0
           -6.8    1.21375e+09        18.9969    1.55061e+13              0
           -6.6    1.28848e+09        23.5481    1.58106e+13              0
           -6.4    1.36726e+09         29.168    1.61147e+13              0
           -6.2    1.44982e+09         36.114    1.64236e+13              0
             -6    1.53705e+09        44.6735     1.6729e+13              0
           -5.8    1.62883e+09        55.2245    1.70348e+13              0
           -5.6    1.72551e+09        68.2157    1.73392e+13              0
           -5.4    1.82726e+09        84.2033    1.76429e+13              0
           -5.2    1.93424e+09        103.869    1.79465e+13              0
             -5     2.0467e+09        128.043      1.825e+13              0
           -4.8    2.16444e+09         157.77    1.85568e+13              0
           -4.6    2.28878e+09        194.215    1.88579e+13              0
           -4.4    2.41941e+09         238.92    1.91583e+13              0
           -4.2    2.55616e+09        293.776    1.94614e+13              0
             -4    2.69996e+09        360.959    1.97621e+13              0
           -3.8    2.85066e+09         443.26    2.00636e+13              0
           -3.6    3.00898e+09        543.943     2.0363e+13              0
           -3.4    3.17495e+09        667.097    2.06624e+13              0
           -3.2    3.34915e+09        817.588    2.09599e+13              0
             -3    3.53167e+09        1001.44    2.12572e+13              0
           -2.8     3.7224e+09        1226.08     2.1557e+13              0
           -2.6     3.9227e+09        1500.02    2.18532e+13              0
           -2.4    4.13265e+09        1834.01    2.21478e+13              0
           -2.2    4.35223e+09        2241.18     2.2443e+13              0
